location,location_name,value,target_end_date
HR,Croatia,469,2020-04-04
HR,Croatia,408,2020-04-11
HR,Croatia,298,2020-04-18
HR,Croatia,184,2020-04-25
HR,Croatia,72,2020-05-02
HR,Croatia,88,2020-05-09
HR,Croatia,48,2020-05-16
HR,Croatia,19,2020-05-23
HR,Croatia,3,2020-05-30
HR,Croatia,1,2020-06-06
HR,Croatia,4,2020-06-13
HR,Croatia,48,2020-06-20
HR,Croatia,325,2020-06-27
HR,Croatia,470,2020-07-04
HR,Croatia,578,2020-07-11
HR,Croatia,581,2020-07-18
HR,Croatia,539,2020-07-25
HR,Croatia,432,2020-08-01
HR,Croatia,319,2020-08-08
HR,Croatia,877,2020-08-15
HR,Croatia,1480,2020-08-22
HR,Croatia,1961,2020-08-29
HR,Croatia,1878,2020-09-05
HR,Croatia,1629,2020-09-12
HR,Croatia,1357,2020-09-19
HR,Croatia,1282,2020-09-26
HR,Croatia,1394,2020-10-03
HR,Croatia,2531,2020-10-10
HR,Croatia,4829,2020-10-17
HR,Croatia,9198,2020-10-24
HR,Croatia,15357,2020-10-31
HR,Croatia,15388,2020-11-07
HR,Croatia,17140,2020-11-14
HR,Croatia,18566,2020-11-21
HR,Croatia,23283,2020-11-28
HR,Croatia,23761,2020-12-05
HR,Croatia,25069,2020-12-12
HR,Croatia,20464,2020-12-19
HR,Croatia,11325,2020-12-26
HR,Croatia,7950,2021-01-02
HR,Croatia,7085,2021-01-09
HR,Croatia,5228,2021-01-16
HR,Croatia,3993,2021-01-23
HR,Croatia,3522,2021-01-30
HR,Croatia,3036,2021-02-06
HR,Croatia,2333,2021-02-13
HR,Croatia,2226,2021-02-20
HR,Croatia,2932,2021-02-27
HR,Croatia,3503,2021-03-06
HR,Croatia,4364,2021-03-13
HR,Croatia,6321,2021-03-20
HR,Croatia,9096,2021-03-27
HR,Croatia,12749,2021-04-03
HR,Croatia,12249,2021-04-10
HR,Croatia,15326,2021-04-17
HR,Croatia,15147,2021-04-24
HR,Croatia,12857,2021-05-01
HR,Croatia,9600,2021-05-08
HR,Croatia,6081,2021-05-15
HR,Croatia,3825,2021-05-22
HR,Croatia,2220,2021-05-29
HR,Croatia,1453,2021-06-05
HR,Croatia,1096,2021-06-12
HR,Croatia,611,2021-06-19
HR,Croatia,492,2021-06-26
HR,Croatia,574,2021-07-03
HR,Croatia,587,2021-07-10
HR,Croatia,720,2021-07-17
HR,Croatia,1008,2021-07-24
HR,Croatia,1119,2021-07-31
HR,Croatia,1217,2021-08-07
HR,Croatia,1892,2021-08-14
HR,Croatia,2668,2021-08-21
HR,Croatia,3422,2021-08-28
HR,Croatia,4485,2021-09-04
HR,Croatia,5809,2021-09-11
HR,Croatia,8001,2021-09-18
HR,Croatia,7945,2021-09-25
HR,Croatia,8701,2021-10-02
HR,Croatia,9195,2021-10-09
HR,Croatia,9663,2021-10-16
HR,Croatia,16419,2021-10-23
HR,Croatia,23997,2021-10-30
HR,Croatia,30139,2021-11-06
HR,Croatia,37433,2021-11-13
HR,Croatia,31517,2021-11-20
HR,Croatia,33859,2021-11-27
HR,Croatia,28264,2021-12-04
HR,Croatia,23622,2021-12-11
HR,Croatia,21564,2021-12-18
HR,Croatia,19675,2021-12-25
HR,Croatia,27436,2022-01-01
HR,Croatia,37734,2022-01-08
HR,Croatia,53431,2022-01-15
HR,Croatia,58262,2022-01-22
HR,Croatia,59537,2022-01-29
HR,Croatia,49498,2022-02-05
HR,Croatia,36185,2022-02-12
HR,Croatia,23972,2022-02-19
HR,Croatia,14411,2022-02-26
HR,Croatia,9385,2022-03-05
HR,Croatia,9477,2022-03-12
HR,Croatia,10681,2022-03-19
HU,Hungary,0,2020-02-01
HU,Hungary,0,2020-02-08
HU,Hungary,0,2020-02-15
HU,Hungary,0,2020-02-22
HU,Hungary,0,2020-02-29
HU,Hungary,4,2020-03-07
HU,Hungary,26,2020-03-14
HU,Hungary,73,2020-03-21
HU,Hungary,240,2020-03-28
HU,Hungary,335,2020-04-04
HU,Hungary,632,2020-04-11
HU,Hungary,524,2020-04-18
HU,Hungary,609,2020-04-25
HU,Hungary,499,2020-05-02
HU,Hungary,271,2020-05-09
HU,Hungary,260,2020-05-16
HU,Hungary,240,2020-05-23
HU,Hungary,154,2020-05-30
HU,Hungary,123,2020-06-06
HU,Hungary,74,2020-06-13
HU,Hungary,22,2020-06-20
HU,Hungary,52,2020-06-27
HU,Hungary,36,2020-07-04
HU,Hungary,55,2020-07-11
HU,Hungary,86,2020-07-18
HU,Hungary,109,2020-07-25
HU,Hungary,102,2020-08-01
HU,Hungary,127,2020-08-08
HU,Hungary,224,2020-08-15
HU,Hungary,256,2020-08-22
HU,Hungary,536,2020-08-29
HU,Hungary,2223,2020-09-05
HU,Hungary,3933,2020-09-12
HU,Hungary,5095,2020-09-19
HU,Hungary,6157,2020-09-26
HU,Hungary,6640,2020-10-03
HU,Hungary,6879,2020-10-10
HU,Hungary,8220,2020-10-17
HU,Hungary,11282,2020-10-24
HU,Hungary,19223,2020-10-31
HU,Hungary,29622,2020-11-07
HU,Hungary,31780,2020-11-14
HU,Hungary,33575,2020-11-21
HU,Hungary,34410,2020-11-28
HU,Hungary,38873,2020-12-05
HU,Hungary,32666,2020-12-12
HU,Hungary,23775,2020-12-19
HU,Hungary,15340,2020-12-26
HU,Hungary,11326,2021-01-02
HU,Hungary,13771,2021-01-09
HU,Hungary,10128,2021-01-16
HU,Hungary,7730,2021-01-23
HU,Hungary,7962,2021-01-30
HU,Hungary,8846,2021-02-06
HU,Hungary,10630,2021-02-13
HU,Hungary,14356,2021-02-20
HU,Hungary,24019,2021-02-27
HU,Hungary,35686,2021-03-06
HU,Hungary,47811,2021-03-13
HU,Hungary,53344,2021-03-20
HU,Hungary,63808,2021-03-27
HU,Hungary,54634,2021-04-03
HU,Hungary,34455,2021-04-10
HU,Hungary,32934,2021-04-17
HU,Hungary,20388,2021-04-24
HU,Hungary,14109,2021-05-01
HU,Hungary,9265,2021-05-08
HU,Hungary,6865,2021-05-15
HU,Hungary,4243,2021-05-22
HU,Hungary,2360,2021-05-29
HU,Hungary,1839,2021-06-05
HU,Hungary,919,2021-06-12
HU,Hungary,638,2021-06-19
HU,Hungary,482,2021-06-26
HU,Hungary,287,2021-07-03
HU,Hungary,240,2021-07-10
HU,Hungary,288,2021-07-17
HU,Hungary,376,2021-07-24
HU,Hungary,390,2021-07-31
HU,Hungary,364,2021-08-07
HU,Hungary,461,2021-08-14
HU,Hungary,465,2021-08-21
HU,Hungary,925,2021-08-28
HU,Hungary,1334,2021-09-04
HU,Hungary,1692,2021-09-11
HU,Hungary,2427,2021-09-18
HU,Hungary,2919,2021-09-25
HU,Hungary,3306,2021-10-02
HU,Hungary,4026,2021-10-09
HU,Hungary,5705,2021-10-16
HU,Hungary,10710,2021-10-23
HU,Hungary,19594,2021-10-30
HU,Hungary,28745,2021-11-06
HU,Hungary,47620,2021-11-13
HU,Hungary,58704,2021-11-20
HU,Hungary,70400,2021-11-27
HU,Hungary,65981,2021-12-04
HU,Hungary,48053,2021-12-11
HU,Hungary,35373,2021-12-18
HU,Hungary,19035,2021-12-25
HU,Hungary,19085,2022-01-01
HU,Hungary,26542,2022-01-08
HU,Hungary,44057,2022-01-15
HU,Hungary,74443,2022-01-22
HU,Hungary,106901,2022-01-29
HU,Hungary,108488,2022-02-05
HU,Hungary,79145,2022-02-12
HU,Hungary,50433,2022-02-19
HU,Hungary,32750,2022-02-26
HU,Hungary,20872,2022-03-05
HU,Hungary,14316,2022-03-12
HU,Hungary,9727,2022-03-19
IE,Ireland,0,2020-02-01
IE,Ireland,0,2020-02-08
IE,Ireland,0,2020-02-15
IE,Ireland,0,2020-02-22
IE,Ireland,1,2020-02-29
IE,Ireland,17,2020-03-07
IE,Ireland,111,2020-03-14
IE,Ireland,656,2020-03-21
IE,Ireland,1630,2020-03-28
IE,Ireland,2189,2020-04-04
IE,Ireland,4324,2020-04-11
IE,Ireland,5830,2020-04-18
IE,Ireland,3803,2020-04-25
IE,Ireland,2615,2020-05-02
IE,Ireland,1584,2020-05-09
IE,Ireland,1288,2020-05-16
IE,Ireland,534,2020-05-23
IE,Ireland,347,2020-05-30
IE,Ireland,254,2020-06-06
IE,Ireland,112,2020-06-13
IE,Ireland,79,2020-06-20
IE,Ireland,63,2020-06-27
IE,Ireland,72,2020-07-04
IE,Ireland,102,2020-07-11
IE,Ireland,139,2020-07-18
IE,Ireland,119,2020-07-25
IE,Ireland,240,2020-08-01
IE,Ireland,535,2020-08-08
IE,Ireland,547,2020-08-15
IE,Ireland,717,2020-08-22
IE,Ireland,812,2020-08-29
IE,Ireland,814,2020-09-05
IE,Ireland,1196,2020-09-12
IE,Ireland,1808,2020-09-19
IE,Ireland,2022,2020-09-26
IE,Ireland,3108,2020-10-03
IE,Ireland,4046,2020-10-10
IE,Ireland,6964,2020-10-17
IE,Ireland,7430,2020-10-24
IE,Ireland,5348,2020-10-31
IE,Ireland,3399,2020-11-07
IE,Ireland,2671,2020-11-14
IE,Ireland,2617,2020-11-21
IE,Ireland,1799,2020-11-28
IE,Ireland,2006,2020-12-05
IE,Ireland,1808,2020-12-12
IE,Ireland,3020,2020-12-19
IE,Ireland,6618,2020-12-26
IE,Ireland,11532,2021-01-02
IE,Ireland,43801,2021-01-09
IE,Ireland,29053,2021-01-16
IE,Ireland,16404,2021-01-23
IE,Ireland,9119,2021-01-30
IE,Ireland,7245,2021-02-06
IE,Ireland,6248,2021-02-13
IE,Ireland,5582,2021-02-20
IE,Ireland,4602,2021-02-27
IE,Ireland,3719,2021-03-06
IE,Ireland,3659,2021-03-13
IE,Ireland,3473,2021-03-20
IE,Ireland,4106,2021-03-27
IE,Ireland,3758,2021-04-03
IE,Ireland,2948,2021-04-10
IE,Ireland,2595,2021-04-17
IE,Ireland,2966,2021-04-24
IE,Ireland,3233,2021-05-01
IE,Ireland,2866,2021-05-08
IE,Ireland,3028,2021-05-15
IE,Ireland,3032,2021-05-22
IE,Ireland,2943,2021-05-29
IE,Ireland,2879,2021-06-05
IE,Ireland,2304,2021-06-12
IE,Ireland,2155,2021-06-19
IE,Ireland,2276,2021-06-26
IE,Ireland,2824,2021-07-03
IE,Ireland,3572,2021-07-10
IE,Ireland,6015,2021-07-17
IE,Ireland,8539,2021-07-24
IE,Ireland,9106,2021-07-31
IE,Ireland,9652,2021-08-07
IE,Ireland,12361,2021-08-14
IE,Ireland,12440,2021-08-21
IE,Ireland,12638,2021-08-28
IE,Ireland,7572,2021-09-04
IE,Ireland,9674,2021-09-11
IE,Ireland,8830,2021-09-18
IE,Ireland,9075,2021-09-25
IE,Ireland,9357,2021-10-02
IE,Ireland,9198,2021-10-09
IE,Ireland,11961,2021-10-16
IE,Ireland,14418,2021-10-23
IE,Ireland,15479,2021-10-30
IE,Ireland,22327,2021-11-06
IE,Ireland,28685,2021-11-13
IE,Ireland,30140,2021-11-20
IE,Ireland,31536,2021-11-27
IE,Ireland,32775,2021-12-04
IE,Ireland,29862,2021-12-11
IE,Ireland,32520,2021-12-18
IE,Ireland,53846,2021-12-25
IE,Ireland,106518,2022-01-01
IE,Ireland,144880,2022-01-08
IE,Ireland,136016,2022-01-15
IE,Ireland,48501,2022-01-22
IE,Ireland,28408,2022-01-29
IE,Ireland,36269,2022-02-05
IE,Ireland,36892,2022-02-12
IE,Ireland,22318,2022-02-19
IE,Ireland,27088,2022-02-26
IE,Ireland,22888,2022-03-05
IE,Ireland,26726,2022-03-12
IE,Ireland,23641,2022-03-19
IS,Iceland,0,2020-02-01
IS,Iceland,0,2020-02-08
IS,Iceland,0,2020-02-15
IS,Iceland,0,2020-02-22
IS,Iceland,1,2020-02-29
IS,Iceland,49,2020-03-07
IS,Iceland,106,2020-03-14
IS,Iceland,317,2020-03-21
IS,Iceland,490,2020-03-28
IS,Iceland,454,2020-04-04
IS,Iceland,272,2020-04-11
IS,Iceland,71,2020-04-18
IS,Iceland,30,2020-04-25
IS,Iceland,8,2020-05-02
IS,Iceland,3,2020-05-09
IS,Iceland,1,2020-05-16
IS,Iceland,2,2020-05-23
IS,Iceland,2,2020-05-30
IS,Iceland,0,2020-06-06
IS,Iceland,2,2020-06-13
IS,Iceland,7,2020-06-20
IS,Iceland,5,2020-06-27
IS,Iceland,10,2020-07-04
IS,Iceland,3,2020-07-11
IS,Iceland,5,2020-07-18
IS,Iceland,5,2020-07-25
IS,Iceland,50,2020-08-01
IS,Iceland,62,2020-08-08
IS,Iceland,44,2020-08-15
IS,Iceland,59,2020-08-22
IS,Iceland,42,2020-08-29
IS,Iceland,36,2020-09-05
IS,Iceland,26,2020-09-12
IS,Iceland,145,2020-09-19
IS,Iceland,294,2020-09-26
IS,Iceland,271,2020-10-03
IS,Iceland,588,2020-10-10
IS,Iceland,538,2020-10-17
IS,Iceland,396,2020-10-24
IS,Iceland,471,2020-10-31
IS,Iceland,198,2020-11-07
IS,Iceland,123,2020-11-14
IS,Iceland,83,2020-11-21
IS,Iceland,102,2020-11-28
IS,Iceland,105,2020-12-05
IS,Iceland,76,2020-12-12
IS,Iceland,69,2020-12-19
IS,Iceland,62,2020-12-26
IS,Iceland,71,2021-01-02
IS,Iceland,126,2021-01-09
IS,Iceland,76,2021-01-16
IS,Iceland,25,2021-01-23
IS,Iceland,21,2021-01-30
IS,Iceland,19,2021-02-06
IS,Iceland,12,2021-02-13
IS,Iceland,12,2021-02-20
IS,Iceland,4,2021-02-27
IS,Iceland,10,2021-03-06
IS,Iceland,13,2021-03-13
IS,Iceland,25,2021-03-20
IS,Iceland,66,2021-03-27
IS,Iceland,62,2021-04-03
IS,Iceland,33,2021-04-10
IS,Iceland,28,2021-04-17
IS,Iceland,104,2021-04-24
IS,Iceland,82,2021-05-01
IS,Iceland,34,2021-05-08
IS,Iceland,31,2021-05-15
IS,Iceland,18,2021-05-22
IS,Iceland,21,2021-05-29
IS,Iceland,21,2021-06-05
IS,Iceland,19,2021-06-12
IS,Iceland,11,2021-06-19
IS,Iceland,10,2021-06-26
IS,Iceland,17,2021-07-03
IS,Iceland,21,2021-07-10
IS,Iceland,43,2021-07-17
IS,Iceland,430,2021-07-24
IS,Iceland,811,2021-07-31
IS,Iceland,779,2021-08-07
IS,Iceland,720,2021-08-14
IS,Iceland,595,2021-08-21
IS,Iceland,552,2021-08-28
IS,Iceland,405,2021-09-04
IS,Iceland,224,2021-09-11
IS,Iceland,170,2021-09-18
IS,Iceland,228,2021-09-25
IS,Iceland,207,2021-10-02
IS,Iceland,308,2021-10-09
IS,Iceland,308,2021-10-16
IS,Iceland,444,2021-10-23
IS,Iceland,593,2021-10-30
IS,Iceland,763,2021-11-06
IS,Iceland,1066,2021-11-13
IS,Iceland,1114,2021-11-20
IS,Iceland,1011,2021-11-27
IS,Iceland,887,2021-12-04
IS,Iceland,826,2021-12-11
IS,Iceland,1073,2021-12-18
IS,Iceland,1855,2021-12-25
IS,Iceland,4972,2022-01-01
IS,Iceland,9388,2022-01-08
IS,Iceland,8527,2022-01-15
IS,Iceland,9605,2022-01-22
IS,Iceland,9907,2022-01-29
IS,Iceland,9044,2022-02-05
IS,Iceland,12450,2022-02-12
IS,Iceland,16106,2022-02-19
IS,Iceland,21287,2022-02-26
IS,Iceland,17556,2022-03-05
IS,Iceland,17604,2022-03-12
IS,Iceland,12273,2022-03-19
IT,Italy,2,2020-02-01
IT,Italy,1,2020-02-08
IT,Italy,0,2020-02-15
IT,Italy,59,2020-02-22
IT,Italy,1066,2020-02-29
IT,Italy,4755,2020-03-07
IT,Italy,15274,2020-03-14
IT,Italy,32421,2020-03-21
IT,Italy,38894,2020-03-28
IT,Italy,32160,2020-04-04
IT,Italy,27639,2020-04-11
IT,Italy,23654,2020-04-18
IT,Italy,19426,2020-04-25
IT,Italy,13977,2020-05-02
IT,Italy,8940,2020-05-09
IT,Italy,6492,2020-05-16
IT,Italy,4567,2020-05-23
IT,Italy,3337,2020-05-30
IT,Italy,2137,2020-06-06
IT,Italy,1850,2020-06-13
IT,Italy,1624,2020-06-20
IT,Italy,1861,2020-06-27
IT,Italy,1283,2020-07-04
IT,Italy,1408,2020-07-11
IT,Italy,1389,2020-07-18
IT,Italy,1648,2020-07-25
IT,Italy,1968,2020-08-01
IT,Italy,2271,2020-08-08
IT,Italy,3335,2020-08-15
IT,Italy,4698,2020-08-22
IT,Italy,8717,2020-08-29
IT,Italy,9485,2020-09-05
IT,Italy,9959,2020-09-12
IT,Italy,10272,2020-09-19
IT,Italy,11535,2020-09-26
IT,Italy,14647,2020-10-03
IT,Italy,26743,2020-10-10
IT,Italy,53042,2020-10-17
IT,Italy,101973,2020-10-24
IT,Italy,174921,2020-10-31
IT,Italy,223060,2020-11-07
IT,Italy,242062,2020-11-14
IT,Italy,235979,2020-11-21
IT,Italy,184001,2020-11-28
IT,Italy,145459,2020-12-05
IT,Italy,115784,2020-12-12
IT,Italy,112308,2020-12-19
IT,Italy,100676,2020-12-26
IT,Italy,102442,2021-01-02
IT,Italy,116665,2021-01-09
IT,Italy,110867,2021-01-16
IT,Italy,86452,2021-01-23
IT,Italy,86598,2021-01-30
IT,Italy,83315,2021-02-06
IT,Italy,85721,2021-02-13
IT,Italy,84977,2021-02-20
IT,Italy,112029,2021-02-27
IT,Italy,138937,2021-03-06
IT,Italy,155076,2021-03-13
IT,Italy,154493,2021-03-20
IT,Italy,156122,2021-03-27
IT,Italy,137794,2021-04-03
IT,Italy,103830,2021-04-10
IT,Italy,103366,2021-04-17
IT,Italy,92074,2021-04-24
IT,Italy,86100,2021-05-01
IT,Italy,67304,2021-05-08
IT,Italy,50453,2021-05-15
IT,Italy,34816,2021-05-22
IT,Italy,24865,2021-05-29
IT,Italy,17098,2021-06-05
IT,Italy,13329,2021-06-12
IT,Italy,8613,2021-06-19
IT,Italy,5194,2021-06-26
IT,Italy,5222,2021-07-03
IT,Italy,7374,2021-07-10
IT,Italy,14447,2021-07-17
IT,Italy,28341,2021-07-24
IT,Italy,37355,2021-07-31
IT,Italy,40656,2021-08-07
IT,Italy,44324,2021-08-14
IT,Italy,43683,2021-08-21
IT,Italy,45601,2021-08-28
IT,Italy,41834,2021-09-04
IT,Italy,35623,2021-09-11
IT,Italy,30526,2021-09-18
IT,Italy,24940,2021-09-25
IT,Italy,21852,2021-10-02
IT,Italy,18971,2021-10-09
IT,Italy,17426,2021-10-16
IT,Italy,21998,2021-10-23
IT,Italy,29978,2021-10-30
IT,Italy,34785,2021-11-06
IT,Italy,50271,2021-11-13
IT,Italy,63485,2021-11-20
IT,Italy,78910,2021-11-27
IT,Italy,99181,2021-12-04
IT,Italy,112233,2021-12-11
IT,Italy,158547,2021-12-18
IT,Italy,257579,2021-12-25
IT,Italy,644508,2022-01-01
IT,Italy,1014358,2022-01-08
IT,Italy,1268153,2022-01-15
IT,Italy,1231741,2022-01-22
IT,Italy,1040184,2022-01-29
IT,Italy,721418,2022-02-05
IT,Italy,510537,2022-02-12
IT,Italy,374443,2022-02-19
IT,Italy,304907,2022-02-26
IT,Italy,257543,2022-03-05
IT,Italy,332956,2022-03-12
IT,Italy,477000,2022-03-19
LI,Liechtenstein,0,2020-02-01
LI,Liechtenstein,0,2020-02-08
LI,Liechtenstein,0,2020-02-15
LI,Liechtenstein,0,2020-02-22
LI,Liechtenstein,0,2020-02-29
LI,Liechtenstein,1,2020-03-07
LI,Liechtenstein,6,2020-03-14
LI,Liechtenstein,37,2020-03-21
LI,Liechtenstein,18,2020-03-28
LI,Liechtenstein,16,2020-04-04
LI,Liechtenstein,2,2020-04-11
LI,Liechtenstein,2,2020-04-18
LI,Liechtenstein,1,2020-04-25
LI,Liechtenstein,0,2020-05-02
LI,Liechtenstein,0,2020-05-09
LI,Liechtenstein,0,2020-05-16
LI,Liechtenstein,0,2020-05-23
LI,Liechtenstein,0,2020-05-30
LI,Liechtenstein,0,2020-06-06
LI,Liechtenstein,0,2020-06-13
LI,Liechtenstein,0,2020-06-20
LI,Liechtenstein,0,2020-06-27
LI,Liechtenstein,1,2020-07-04
LI,Liechtenstein,1,2020-07-11
LI,Liechtenstein,2,2020-07-18
LI,Liechtenstein,0,2020-07-25
LI,Liechtenstein,2,2020-08-01
LI,Liechtenstein,0,2020-08-08
LI,Liechtenstein,5,2020-08-15
LI,Liechtenstein,6,2020-08-22
LI,Liechtenstein,7,2020-08-29
LI,Liechtenstein,1,2020-09-05
LI,Liechtenstein,3,2020-09-12
LI,Liechtenstein,2,2020-09-19
LI,Liechtenstein,6,2020-09-26
LI,Liechtenstein,6,2020-10-03
LI,Liechtenstein,20,2020-10-10
LI,Liechtenstein,75,2020-10-17
LI,Liechtenstein,155,2020-10-24
LI,Liechtenstein,201,2020-10-31
LI,Liechtenstein,227,2020-11-07
LI,Liechtenstein,190,2020-11-14
LI,Liechtenstein,144,2020-11-21
LI,Liechtenstein,148,2020-11-28
LI,Liechtenstein,133,2020-12-05
LI,Liechtenstein,130,2020-12-12
LI,Liechtenstein,249,2020-12-19
LI,Liechtenstein,266,2020-12-26
LI,Liechtenstein,196,2021-01-02
LI,Liechtenstein,136,2021-01-09
LI,Liechtenstein,51,2021-01-16
LI,Liechtenstein,60,2021-01-23
LI,Liechtenstein,57,2021-01-30
LI,Liechtenstein,28,2021-02-06
LI,Liechtenstein,21,2021-02-13
LI,Liechtenstein,7,2021-02-20
LI,Liechtenstein,24,2021-02-27
LI,Liechtenstein,23,2021-03-06
LI,Liechtenstein,16,2021-03-13
LI,Liechtenstein,24,2021-03-20
LI,Liechtenstein,24,2021-03-27
LI,Liechtenstein,36,2021-04-03
LI,Liechtenstein,63,2021-04-10
LI,Liechtenstein,68,2021-04-17
LI,Liechtenstein,65,2021-04-24
LI,Liechtenstein,66,2021-05-01
LI,Liechtenstein,29,2021-05-08
LI,Liechtenstein,17,2021-05-15
LI,Liechtenstein,14,2021-05-22
LI,Liechtenstein,11,2021-05-29
LI,Liechtenstein,13,2021-06-05
LI,Liechtenstein,6,2021-06-12
LI,Liechtenstein,3,2021-06-19
LI,Liechtenstein,4,2021-06-26
LI,Liechtenstein,13,2021-07-03
LI,Liechtenstein,11,2021-07-10
LI,Liechtenstein,12,2021-07-17
LI,Liechtenstein,15,2021-07-24
LI,Liechtenstein,11,2021-07-31
LI,Liechtenstein,16,2021-08-07
LI,Liechtenstein,59,2021-08-14
LI,Liechtenstein,73,2021-08-21
LI,Liechtenstein,41,2021-08-28
LI,Liechtenstein,58,2021-09-04
LI,Liechtenstein,59,2021-09-11
LI,Liechtenstein,28,2021-09-18
LI,Liechtenstein,28,2021-09-25
LI,Liechtenstein,9,2021-10-02
LI,Liechtenstein,9,2021-10-09
LI,Liechtenstein,17,2021-10-16
LI,Liechtenstein,39,2021-10-23
LI,Liechtenstein,39,2021-10-30
LI,Liechtenstein,66,2021-11-06
LI,Liechtenstein,118,2021-11-13
LI,Liechtenstein,285,2021-11-20
LI,Liechtenstein,346,2021-11-27
LI,Liechtenstein,385,2021-12-04
LI,Liechtenstein,435,2021-12-11
LI,Liechtenstein,350,2021-12-18
LI,Liechtenstein,249,2021-12-25
LI,Liechtenstein,271,2022-01-01
LI,Liechtenstein,430,2022-01-08
LI,Liechtenstein,556,2022-01-15
LI,Liechtenstein,685,2022-01-22
LI,Liechtenstein,937,2022-01-29
LI,Liechtenstein,836,2022-02-05
LI,Liechtenstein,840,2022-02-12
LI,Liechtenstein,662,2022-02-19
LI,Liechtenstein,639,2022-02-26
LI,Liechtenstein,1081,2022-03-05
LI,Liechtenstein,1192,2022-03-12
LI,Liechtenstein,1218,2022-03-19
LT,Lithuania,0,2020-02-01
LT,Lithuania,0,2020-02-08
LT,Lithuania,0,2020-02-15
LT,Lithuania,0,2020-02-22
LT,Lithuania,1,2020-02-29
LT,Lithuania,0,2020-03-07
LT,Lithuania,5,2020-03-14
LT,Lithuania,63,2020-03-21
LT,Lithuania,270,2020-03-28
LT,Lithuania,344,2020-04-04
LT,Lithuania,243,2020-04-11
LT,Lithuania,165,2020-04-18
LT,Lithuania,210,2020-04-25
LT,Lithuania,93,2020-05-02
LT,Lithuania,65,2020-05-09
LT,Lithuania,77,2020-05-16
LT,Lithuania,76,2020-05-23
LT,Lithuania,50,2020-05-30
LT,Lithuania,38,2020-06-06
LT,Lithuania,58,2020-06-13
LT,Lithuania,32,2020-06-20
LT,Lithuania,18,2020-06-27
LT,Lithuania,18,2020-07-04
LT,Lithuania,34,2020-07-11
LT,Lithuania,50,2020-07-18
LT,Lithuania,86,2020-07-25
LT,Lithuania,91,2020-08-01
LT,Lithuania,138,2020-08-08
LT,Lithuania,154,2020-08-15
LT,Lithuania,209,2020-08-22
LT,Lithuania,245,2020-08-29
LT,Lithuania,201,2020-09-05
LT,Lithuania,257,2020-09-12
LT,Lithuania,368,2020-09-19
LT,Lithuania,631,2020-09-26
LT,Lithuania,785,2020-10-03
LT,Lithuania,878,2020-10-10
LT,Lithuania,1305,2020-10-17
LT,Lithuania,2328,2020-10-24
LT,Lithuania,5229,2020-10-31
LT,Lithuania,7845,2020-11-07
LT,Lithuania,10691,2020-11-14
LT,Lithuania,11348,2020-11-21
LT,Lithuania,13512,2020-11-28
LT,Lithuania,14252,2020-12-05
LT,Lithuania,17949,2020-12-12
LT,Lithuania,19577,2020-12-19
LT,Lithuania,19925,2020-12-26
LT,Lithuania,17023,2021-01-02
LT,Lithuania,13301,2021-01-09
LT,Lithuania,8956,2021-01-16
LT,Lithuania,6735,2021-01-23
LT,Lithuania,5811,2021-01-30
LT,Lithuania,4538,2021-02-06
LT,Lithuania,3963,2021-02-13
LT,Lithuania,3321,2021-02-20
LT,Lithuania,3781,2021-02-27
LT,Lithuania,4456,2021-03-06
LT,Lithuania,3155,2021-03-13
LT,Lithuania,3696,2021-03-20
LT,Lithuania,4797,2021-03-27
LT,Lithuania,5431,2021-04-03
LT,Lithuania,6430,2021-04-10
LT,Lithuania,7521,2021-04-17
LT,Lithuania,7693,2021-04-24
LT,Lithuania,8133,2021-05-01
LT,Lithuania,8251,2021-05-08
LT,Lithuania,7818,2021-05-15
LT,Lithuania,5652,2021-05-22
LT,Lithuania,3490,2021-05-29
LT,Lithuania,2390,2021-06-05
LT,Lithuania,1367,2021-06-12
LT,Lithuania,705,2021-06-19
LT,Lithuania,327,2021-06-26
LT,Lithuania,208,2021-07-03
LT,Lithuania,304,2021-07-10
LT,Lithuania,495,2021-07-17
LT,Lithuania,1112,2021-07-24
LT,Lithuania,2044,2021-07-31
LT,Lithuania,2908,2021-08-07
LT,Lithuania,3620,2021-08-14
LT,Lithuania,3996,2021-08-21
LT,Lithuania,3992,2021-08-28
LT,Lithuania,4680,2021-09-04
LT,Lithuania,5608,2021-09-11
LT,Lithuania,7444,2021-09-18
LT,Lithuania,9263,2021-09-25
LT,Lithuania,11472,2021-10-02
LT,Lithuania,14228,2021-10-09
LT,Lithuania,16452,2021-10-16
LT,Lithuania,19159,2021-10-23
LT,Lithuania,20455,2021-10-30
LT,Lithuania,18789,2021-11-06
LT,Lithuania,16900,2021-11-13
LT,Lithuania,12415,2021-11-20
LT,Lithuania,12409,2021-11-27
LT,Lithuania,11706,2021-12-04
LT,Lithuania,11359,2021-12-11
LT,Lithuania,11313,2021-12-18
LT,Lithuania,9766,2021-12-25
LT,Lithuania,10940,2022-01-01
LT,Lithuania,18079,2022-01-08
LT,Lithuania,24268,2022-01-15
LT,Lithuania,37581,2022-01-22
LT,Lithuania,62190,2022-01-29
LT,Lithuania,76327,2022-02-05
LT,Lithuania,67724,2022-02-12
LT,Lithuania,48500,2022-02-19
LT,Lithuania,40549,2022-02-26
LT,Lithuania,31702,2022-03-05
LT,Lithuania,30693,2022-03-12
LT,Lithuania,30125,2022-03-19
LU,Luxembourg,0,2020-02-01
LU,Luxembourg,0,2020-02-08
